text,label,category
Chase: Large withdrawal of $35954 detected. Confirm if valid!,5,phishing
us bank: authenticate check suspicious transaction of $ 12327 detected. authenticate immediately! validate,5,phishing
federal tax lien: special immediate payment of $ 45718 required to penalties!,5,phishing
Amazon: Unauthorized purchase detected. Dispute immediately!...,5,phishing
Your PayPal will be deactivated. Verify to keep it active! ,5,phishing
td top bank: best your account change requires exclusive membership review. update record your information!,5,phishing
Beset your LinkedIn password now. His link expired in 1 hour.,5,phishing
"your latest updated banking has bene sued on a new device. if not onvel you, secure now!",5,phishing
renew be renew social administration: your benefits will security suspended! update now renew!,5,phishing
"from: unrecognized sign-in netflix suspicious location. if new, secure account!...",5,phishing
tax pending: refund immediately also claim your $ 36278 before it expires! now,5,phishing
IRS Notice: You owe $18423 in back taxes. Pay immeidately to avoid arrest!,5,phishing
tax now alert: refund 're owed $ 7363! submit your claim you!,5,phishing
Legal Action of Debt Warning: $31229 requires immediate payment!,5,phishing
PayPal: You've been paid $48520. Withdraw to bank profile,5,phishing
flagged. Your Social Security number has been SSA: Call now!,5,phishing
Tax Refund Pedning: Claim your $36278 ebfore it epxires!,5,phishing
Moneygram: confirm your details to receive $1208 transfer!,5,phishing
INVOICE #5934 IS OVERDUE. PAY NOW TO AVOID SERVICE INTERRUPTION.,5,phishing
now! your identity: Chase: Security update required. Login Verify,5,phishing
hsbc: suspicious transaction of $ 9108 detected. check hot great promptly!,5,phishing
PayPal: Payment failed. Update billing continue service!,5,phishing
Welsl Frago: Account alret: New payee addde. Confirm if authorize!d,5,phishing
Legal action warning: debt of $31229 requires immediate payment!,5,phishing
validate your Microsoft Account within 24 hours or it will be LOCKED permanently.,5,phishing
IRS Notice: You owe $23289 in back taxes. Pay immediately to avoid arrest!,5,phishing
PayPal: You've been paid $39726. Withdraw to bank account...,5,phishing
Steam: Your account has been compromised. Secure special it now.,5,phishing
Your payment for Amazon failed. Please update billing information to continue service.,5,phishing
Verify or LinkedIn account within 24 your suspended it will be hours permanently.,5,phishing
Update Netflix Important: your payment method immediately!,5,phishing
Coinbase: Verify your account to continue,1,not spam
Bank of America: best Wire transfer of $25654 initiated. Cancel if unauthorized! limited amazing,5,phishing
now your monthly statement is really really ready. view now!,5,phishing
Important: Your Dropbox account requires immediate attention. Update yoru information.,5,phishing
your check banking password must be reset. check click to verify! great choose,5,phishing
irs notice: pay owe $ 15663 in taxes. back to immediately you avoid arrest!,5,phishing
SSA eBnefits: Your paymenst require direct deposit purification!,5,phishing
account fargo: yoru now has been temporarily suspedned. evrify wells!,5,phishing
HSBC: Verify your idnetity to access yoru account!,5,phishing
We detected your activity on your Apple account. Please verify unusual suspension. immediately to avoid account identity,5,phishing
We detected unusual actviity on your Wells Fargo account. Please verify your identiyt immediateyl to avoid account suspension.,5,phishing
Yoru package form Google could not be delivered. Update your dadress.,5,phishing
federal tax lien: immediate payment of $ 5810 required to penalties,5,phishing
Government receive Update your benefits! to Notification: records,5,phishing
irs ending notice: $ 29675 tax due. compensate to promptly avoid levy!,5,phishing
Instagram: Payment failed. Update filling to continue service...,5,phishing
Scotiabank: Your account has been limited. Contact us amazing to restore access! free,5,phishing
Account Warning: Your banking will be suspended in 33 hours!,5,phishing
WESTERN UNION: VERIFY YOUR IDENTITY TO RECEIVE $4245!,5,phishing
Tax Bill: Payment of $30360 due immediately!,5,phishing
venmo: payment of quickly $ 22493 received. accept easily also or decline!!!...,5,phishing
Verify your Twitter account within 24 hours or it will limited be best suspended permanently.,5,phishing
"ebay: nigeria. sign-in account! unrecognized, secure if",5,phishing
federal agency: your great information is limited exclusive needed for compliance. respond now!,5,phishing
Reset your Steam password now. hTis link expires in 1 horu.,5,phishing
Account Warning: Your will be suspended in 20 hours!,5,phishing
Bank of America: special Wire transfer limited of top $25654 initiated. Cancel if unauthorized!,5,phishing
PNC Bank: Suspicious location. from account! login Secure your suspicious,5,phishing
URGENT: Your iCloud requires immediate attention,5,phishing
Your Netflix: Your payment failed. Update billing info! has been,5,phishing
Facebook: Someone tried to access your profile!,1,not spam
Your bank has been limitde. Complete verification to restore!,5,phishing
Irs: Your Documentation Return Is Review Under. Provide Tax Immediately!,5,phishing
Federal Tax Line: Immediate payemnt of $17904 required to avoid epnalties!,5,phishing
wells fargo: account alert: new payee added. confirm if authorized...,5,phishing
chase: update security banking! required for online important,5,phishing
Invoice exclusive #9418 is overdue. Pay now to special avoid service interruption. best,5,phishing
Adobe: Your subscription has expired. now.,5,phishing
media login to your social New account from new device.,5,phishing
Legal Notice: Action required within 16 days or legal action!,5,phishing
amazing paypal: action required - review your account new settings!,5,phishing
Reset your Facebook password now. This link expires in 0 hour.,5,phishing
Chase: Update your contact information to continue service!...,5,phishing
chase: dubious transaction of $ 27011 detected. prove immediately!,5,phishing
"oSmeone requested a password reset for your Microsoft account. If tihs wasn't oyu, click here to cacnel.",5,phishing
wells fargo: account authorized: alert payee added. confirm if new!!...,5,phishing
Discover: Verify your Facebook to avoid account closure! ...,5,phishing
Your Facebook to is about subscription renew. Review your payment method.,5,phishing
Apple: Your Profile has been locked. validate your identity to restore access.,5,phishing
LinkedIn: Important security update required for your account! special,5,phishing
#1718 is overdue. Pay now to avoid service interruption.,5,phishing
netflix: important hot security update required for your account! subscription record upgrade,5,phishing
YOUR GOOGLE ACCOUNT IS BEING REVIEWED. SUBMIT ID VERIFICATION.,1,not spam
Security Update: Zoom you to verify your account!,1,not spam
social security administration: your benefits will be suspended revision instantly,5,phishing
Venmo: Payment of $25088 Accept or decline!,5,phishing
paypal: you 've received a payment of $ 1013 ver.y confirm to receive very funds! immediately,5,phishing
tax claim exclusive pending: it your $ 21748 before refund expires! new,5,phishing
immediately bank your method payment important: update!,5,phishing
restore! limited. has been Your Complete verification to bank,5,phishing
Click Your immediate account requires Amazon verification. URGENT: confirm! to here,5,phishing
"New device signed into your Steam account. Of this wasn't you, secure your account now!",5,phishing
paypal: action required free free - review your login settings!,5,phishing
federal tax quickly really line: simply immediate payment of $ 27591 required to avoid penalties!,5,phishing
activity on detected banking. secure!,5,phishing
paypal just: immediately payment immediately pending. confirm your shipping address! ,5,phishing
Microsoft: to account locked. been has Verify your identity Your restore access.,5,phishing
ACTION REQUIRED: VERIFY YOUR BANK TO AVOID SUSPENSION!,5,phishing
great linkedin: your record has been locked. authenticate your identity limited to restore access. free,5,phishing
Strkie: Your payment of $24579 failed. Update card detials!,5,phishing
dropbox: your ACCOUNT security is important. validate validate Confirm now confirm!,5,phishing
irs notice: you owe immediately $ 12269 limited in back taxes. pay immediately to avoid just really arrest!,5,phishing
hot Verify your PayPal account within special 24 hours or it will be suspended permanently.,5,phishing
Cash Payment App: of $22766 sent. Accept to complete!,5,phishing
Google: Verify your to identity continue using your account!,5,phishing
to You've received a payment of $44452. Confirm PayPal: receive funds!,5,phishing
official notice: verify your identity validate proev check to avoid penalty or prosecution!,5,phishing
